Nº;Date;Time;Shift;League;HomeTeam;HomePlayer;AwayTeam;AwayPlayer;golsHome;golsAway;FTR
384;02/06;15:45;Tarde;GT Leagues;Real Madrid;Furious;Inter;Socrates;5;2;H
385;02/06;15:45;Tarde;GT Leagues;Bayern;David;PSG;Professor;2;3;A
386;02/06;15:45;Tarde;GT Leagues;Girona;Venom;Real Madrid;Seagal;1;4;A
387;02/06;15:45;Tarde;GT Leagues;Barcelona;Raul;A.Bilbao;Mars;1;2;A
388;02/06;15:30;Tarde;GT Leagues;Inter;Socrates;Man City;Saigon;4;1;H
389;02/06;15:30;Tarde;GT Leagues;Real Madrid;Furious;PSG;Professor;4;3;H
390;02/06;15:30;Tarde;GT Leagues;Barcelona;Raul;Girona;Venom;0;2;A
391;02/06;15:30;Tarde;GT Leagues;A.Madrid;Anthem;Real Madrid;Seagal;0;4;A
392;02/06;15:15;Tarde;GT Leagues;Porto;Professor;Leipzig;Saigon;3;2;H
393;02/06;15:15;Tarde;GT Leagues;Napoli;Furious;A.Madrid;David;3;2;H
394;02/06;15:15;Tarde;GT Leagues;A.Madrid;Anthem;Girona;Venom;1;4;A
395;02/06;15:15;Tarde;GT Leagues;Real Madrid;Seagal;A.Bilbao;Mars;1;4;A
396;02/06;15:00;Tarde;GT Leagues;PSV;Socrates;A.Madrid;David;2;4;A
397;02/06;15:00;Tarde;GT Leagues;Napoli;Furious;Leipzig;Saigon;5;2;H
398;02/06;15:00;Tarde;GT Leagues;Dortmund;Venom;Copenhagen;Mars;4;2;H
399;02/06;15:00;Tarde;GT Leagues;Barcelona;Anthem;Arsenal;Raul;2;4;A
400;02/06;14:45;Tarde;GT Leagues;PSV;Socrates;Porto;Professor;4;1;H
401;02/06;14:45;Tarde;GT Leagues;Leipzig;Saigon;A.Madrid;David;3;1;H
402;02/06;14:45;Tarde;GT Leagues;Barcelona;Anthem;Copenhagen;Mars;3;3;D
403;02/06;14:45;Tarde;GT Leagues;Lazio;Seagal;Arsenal;Raul;5;3;H
404;02/06;14:30;Tarde;GT Leagues;Porto;Professor;A.Madrid;David;2;2;D
405;02/06;14:30;Tarde;GT Leagues;PSV;Socrates;Napoli;Furious;2;3;A
406;02/06;14:30;Tarde;GT Leagues;Lazio;Seagal;Dortmund;Venom;2;7;A
407;02/06;14:30;Tarde;GT Leagues;Copenhagen;Mars;Arsenal;Raul;2;1;H
408;02/06;14:15;Tarde;GT Leagues;Leipzig;Saigon;PSV;Socrates;4;4;D
409;02/06;14:15;Tarde;GT Leagues;Porto;Professor;Napoli;Furious;1;3;A
410;02/06;14:15;Tarde;GT Leagues;Lazio;Seagal;Barcelona;Anthem;3;1;H
411;02/06;14:15;Tarde;GT Leagues;Dortmund;Venom;Arsenal;Raul;0;3;A
412;02/06;14:00;Tarde;GT Leagues;A.Madrid;David;Napoli;Furious;2;2;D
413;02/06;14:00;Tarde;GT Leagues;Dortmund;Venom;Barcelona;Anthem;6;3;H
414;02/06;14:00;Tarde;GT Leagues;Copenhagen;Mars;Lazio;Seagal;0;2;A
415;02/06;13:45;Tarde;GT Leagues;Leipzig;Saigon;Napoli;Furious;4;3;H
416;02/06;13:45;Tarde;GT Leagues;A.Madrid;David;PSV;Socrates;1;3;A
417;02/06;13:30;Tarde;GT Leagues;A.Madrid;David;Leipzig;Saigon;3;4;A
418;02/06;13:30;Tarde;GT Leagues;Copenhagen;Mars;Dortmund;Venom;2;4;A
419;02/06;13:30;Tarde;GT Leagues;Arsenal;Raul;Barcelona;Anthem;3;0;H
420;02/06;13:15;Tarde;GT Leagues;Napoli;Furious;PSV;Socrates;3;4;A
421;02/06;13:15;Tarde;GT Leagues;A.Madrid;David;Porto;Professor;4;2;H
422;02/06;13:15;Tarde;GT Leagues;Copenhagen;Mars;Barcelona;Anthem;3;7;A
423;02/06;13:15;Tarde;GT Leagues;Arsenal;Raul;Lazio;Seagal;1;2;A
424;02/06;13:00;Tarde;GT Leagues;PSV;Socrates;Leipzig;Saigon;2;2;D
425;02/06;13:00;Tarde;GT Leagues;Napoli;Furious;Porto;Professor;3;2;H
426;02/06;13:00;Tarde;GT Leagues;Dortmund;Venom;Lazio;Seagal;2;1;H
427;02/06;13:00;Tarde;GT Leagues;Arsenal;Raul;Copenhagen;Mars;1;3;A
428;02/06;12:45;Tarde;GT Leagues;Arsenal;Raul;Dortmund;Venom;1;4;A
429;02/06;12:45;Tarde;GT Leagues;Barcelona;Anthem;Lazio;Seagal;5;4;H
430;02/06;12:30;Tarde;GT Leagues;PSG;Pele;Man City;Cruise;5;1;H
431;02/06;12:30;Tarde;GT Leagues;Real Madrid;Dennis;Bayern;Pontiac;2;2;D
432;02/06;12:30;Tarde;GT Leagues;Barcelona;Anthem;Dortmund;Venom;3;3;D
433;02/06;12:30;Tarde;GT Leagues;Lazio;Seagal;Copenhagen;Mars;3;1;H
434;02/06;12:15;Tarde;GT Leagues;Real Madrid;Dennis;Man City;Cruise;2;7;A
435;02/06;12:15;Tarde;GT Leagues;Inter;Gorilla;Bayern;Pontiac;2;5;A
436;02/06;12:15;Tarde;GT Leagues;Bayer 04;Venom;Toulouse;Mars;2;3;A
437;02/06;12:15;Tarde;GT Leagues;Atalanta;Anthem;Sporting;Raul;1;3;A
438;02/06;12:00;Tarde;GT Leagues;Inter;Gorilla;PSG;Pele;1;4;A
439;02/06;12:00;Tarde;GT Leagues;Man City;Cruise;Bayern;Pontiac;3;2;H
440;02/06;12:00;Tarde;GT Leagues;Feyenoord;Seagal;Sporting;Raul;1;0;H
441;02/06;12:00;Tarde;GT Leagues;Atalanta;Anthem;Toulouse;Mars;4;0;H
442;02/06;11:45;Manhã;GT Leagues;PSG;Pele;Bayern;Pontiac;4;5;A
443;02/06;11:45;Manhã;GT Leagues;Inter;Gorilla;Real Madrid;Dennis;1;2;A
444;02/06;11:45;Manhã;GT Leagues;Feyenoord;Seagal;Bayer 04;Venom;3;4;A
445;02/06;11:45;Manhã;GT Leagues;Toulouse;Mars;Sporting;Raul;3;2;H
446;02/06;11:30;Manhã;GT Leagues;Bayer 04;Venom;Sporting;Raul;2;1;H
447;02/06;11:30;Manhã;GT Leagues;Feyenoord;Seagal;Atalanta;Anthem;6;3;H
448;02/06;11:15;Manhã;GT Leagues;Man City;Cruise;PSG;Pele;2;2;D
449;02/06;11:15;Manhã;GT Leagues;Bayern;Pontiac;Real Madrid;Dennis;4;2;H
450;02/06;11:15;Manhã;GT Leagues;Bayer 04;Venom;Atalanta;Anthem;6;2;H
451;02/06;11:15;Manhã;GT Leagues;Toulouse;Mars;Feyenoord;Seagal;3;2;H
452;02/06;11:00;Manhã;GT Leagues;Man City;Cruise;Real Madrid;Dennis;3;2;H
453;02/06;11:00;Manhã;GT Leagues;Bayern;Pontiac;Inter;Gorilla;0;0;D
454;02/06;11:00;Manhã;GT Leagues;Toulouse;Mars;Bayer 04;Venom;0;2;A
455;02/06;11:00;Manhã;GT Leagues;Sporting;Raul;Atalanta;Anthem;4;3;H
456;02/06;10:45;Manhã;GT Leagues;PSG;Pele;Inter;Gorilla;4;0;H
457;02/06;10:45;Manhã;GT Leagues;Bayern;Pontiac;Man City;Cruise;3;5;A
458;02/06;10:45;Manhã;GT Leagues;Sporting;Raul;Feyenoord;Seagal;1;4;A
459;02/06;10:45;Manhã;GT Leagues;Toulouse;Mars;Atalanta;Anthem;5;4;H
460;02/06;10:30;Manhã;GT Leagues;Bayern;Pontiac;PSG;Pele;5;7;A
461;02/06;10:30;Manhã;GT Leagues;Real Madrid;Dennis;Inter;Gorilla;2;4;A
462;02/06;10:30;Manhã;GT Leagues;Bayer 04;Venom;Feyenoord;Seagal;1;0;H
463;02/06;10:15;Manhã;GT Leagues;Real Madrid;Dennis;PSG;Pele;3;5;A
464;02/06;10:15;Manhã;GT Leagues;Inter;Gorilla;Man City;Cruise;3;2;H
465;02/06;10:15;Manhã;GT Leagues;Atalanta;Anthem;Feyenoord;Seagal;1;4;A
466;02/06;10:15;Manhã;GT Leagues;Sporting;Raul;Bayer 04;Venom;1;1;D
467;02/06;10:00;Manhã;GT Leagues;West Ham;Dennis;Villarreal;Pontiac;2;0;H
468;02/06;10:00;Manhã;GT Leagues;AC Milan;Pele;Benfica;Cruise;7;5;H
469;02/06;10:00;Manhã;GT Leagues;Atalanta;Anthem;Bayer 04;Venom;1;2;A
470;02/06;10:00;Manhã;GT Leagues;Feyenoord;Seagal;Toulouse;Mars;1;1;D
471;02/06;09:45;Manhã;GT Leagues;Marseille;Gorilla;Villarreal;Pontiac;4;3;H
472;02/06;09:45;Manhã;GT Leagues;West Ham;Dennis;Benfica;Cruise;1;2;A
473;02/06;09:30;Manhã;GT Leagues;Benfica;Cruise;Villarreal;Pontiac;4;5;A
474;02/06;09:30;Manhã;GT Leagues;Marseille;Gorilla;AC Milan;Pele;4;6;A
475;02/06;09:30;Manhã;GT Leagues;Bayer 04;Magdy;Dortmund;Panic;2;1;H
476;02/06;09:30;Manhã;GT Leagues;RB Leipzig;Nazario;Bayern;Punisher;5;3;H
477;02/06;09:15;Manhã;GT Leagues;AC Milan;Pele;Villarreal;Pontiac;5;4;H
478;02/06;09:15;Manhã;GT Leagues;Marseille;Gorilla;West Ham;Dennis;2;1;H
479;02/06;09:15;Manhã;GT Leagues;VfB Stuttgart;Aladdin;Dortmund;Panic;1;3;A
480;02/06;09:15;Manhã;GT Leagues;Bayer 04;Magdy;Bayern;Punisher;0;1;A
481;02/06;09:00;Manhã;GT Leagues;Benfica;Cruise;Marseille;Gorilla;5;4;H
482;02/06;09:00;Manhã;GT Leagues;AC Milan;Pele;West Ham;Dennis;3;4;A
483;02/06;09:00;Manhã;GT Leagues;VfB Stuttgart;Aladdin;RB Leipzig;Nazario;2;3;A
484;02/06;09:00;Manhã;GT Leagues;Bayern;Punisher;Dortmund;Panic;3;5;A
485;02/06;08:45;Manhã;GT Leagues;VfB Stuttgart;Aladdin;Bayer 04;Magdy;3;5;A
486;02/06;08:45;Manhã;GT Leagues;RB Leipzig;Nazario;Dortmund;Panic;4;2;H
487;02/06;08:30;Manhã;GT Leagues;Benfica;Cruise;AC Milan;Pele;1;1;D
488;02/06;08:30;Manhã;GT Leagues;Bayern;Punisher;VfB Stuttgart;Aladdin;1;3;A
489;02/06;08:30;Manhã;GT Leagues;RB Leipzig;Nazario;Bayer 04;Magdy;4;2;H
490;02/06;08:15;Manhã;GT Leagues;Villarreal;Pontiac;Marseille;Gorilla;5;2;H
491;02/06;08:15;Manhã;GT Leagues;Benfica;Cruise;West Ham;Dennis;1;1;D
492;02/06;08:15;Manhã;GT Leagues;Dortmund;Panic;Bayer 04;Magdy;2;2;D
493;02/06;08:15;Manhã;GT Leagues;Bayern;Punisher;RB Leipzig;Nazario;3;4;A
494;02/06;08:00;Manhã;GT Leagues;Villarreal;Pontiac;Benfica;Cruise;6;4;H
495;02/06;08:00;Manhã;GT Leagues;Dortmund;Panic;VfB Stuttgart;Aladdin;0;1;A
496;02/06;08:00;Manhã;GT Leagues;Bayern;Punisher;Bayer 04;Magdy;3;5;A
497;02/06;07:45;Manhã;GT Leagues;Villarreal;Pontiac;AC Milan;Pele;2;4;A
498;02/06;07:45;Manhã;GT Leagues;Dortmund;Panic;Bayern;Punisher;3;6;A
499;02/06;07:30;Manhã;GT Leagues;West Ham;Dennis;AC Milan;Pele;2;4;A
500;02/06;07:30;Manhã;GT Leagues;Marseille;Gorilla;Benfica;Cruise;5;2;H
501;02/06;07:30;Manhã;GT Leagues;Bayer 04;Magdy;VfB Stuttgart;Aladdin;5;6;A
502;02/06;07:30;Manhã;GT Leagues;Dortmund;Panic;RB Leipzig;Nazario;5;2;H
503;02/06;07:15;Manhã;GT Leagues;Man City;Pele;Man Utd;Cruise;4;4;D
504;02/06;07:15;Manhã;GT Leagues;Tottenham;Dennis;Arsenal;Pontiac;3;3;D
505;02/06;07:15;Manhã;GT Leagues;VfB Stuttgart;Aladdin;Bayern;Punisher;2;2;D
506;02/06;07:15;Manhã;GT Leagues;Bayer 04;Magdy;RB Leipzig;Nazario;4;3;H
507;02/06;07:00;Manhã;GT Leagues;Tottenham;Dennis;Man Utd;Cruise;4;1;H
508;02/06;07:00;Manhã;GT Leagues;Aston Villa;Gorilla;Arsenal;Pontiac;2;1;H
509;02/06;07:00;Manhã;GT Leagues;Lille;Nazario;Real Betis;Punisher;1;4;A
510;02/06;07:00;Manhã;GT Leagues;PAOK;Magdy;Ajax;Panic;2;6;A
511;02/06;06:45;Manhã;GT Leagues;Aston Villa;Gorilla;Man City;Pele;2;5;A
512;02/06;06:45;Manhã;GT Leagues;Man Utd;Cruise;Arsenal;Pontiac;5;6;A
513;02/06;06:45;Manhã;GT Leagues;PAOK;Magdy;Real Betis;Punisher;4;4;D
514;02/06;06:30;Manhã;GT Leagues;Man City;Pele;Arsenal;Pontiac;7;2;H
515;02/06;06:30;Manhã;GT Leagues;Aston Villa;Gorilla;Tottenham;Dennis;2;0;H
516;02/06;06:30;Manhã;GT Leagues;Real Betis;Punisher;Ajax;Panic;4;5;A
517;02/06;06:30;Manhã;GT Leagues;Aston Villa;Aladdin;Lille;Nazario;3;3;D
518;02/06;06:15;Manhã;GT Leagues;Man City;Pele;Tottenham;Dennis;2;6;A
519;02/06;06:15;Manhã;GT Leagues;Lille;Nazario;Ajax;Panic;3;5;A
520;02/06;06:15;Manhã;GT Leagues;Aston Villa;Aladdin;PAOK;Magdy;0;3;A
521;02/06;06:00;Manhã;GT Leagues;Man Utd;Cruise;Man City;Pele;3;3;D
522;02/06;06:00;Manhã;GT Leagues;Arsenal;Pontiac;Tottenham;Dennis;3;3;D
523;02/06;06:00;Manhã;GT Leagues;Real Betis;Punisher;Aston Villa;Aladdin;3;1;H
524;02/06;05:45;Madrugada;GT Leagues;Arsenal;Pontiac;Aston Villa;Gorilla;3;4;A
525;02/06;05:45;Madrugada;GT Leagues;Man Utd;Cruise;Tottenham;Dennis;3;3;D
526;02/06;05:30;Madrugada;GT Leagues;Man City;Pele;Aston Villa;Gorilla;5;1;H
527;02/06;05:30;Madrugada;GT Leagues;Arsenal;Pontiac;Man Utd;Cruise;1;2;A
528;02/06;05:30;Madrugada;GT Leagues;Ajax;Panic;PAOK;Magdy;1;2;A
529;02/06;05:30;Madrugada;GT Leagues;Real Betis;Punisher;Lille;Nazario;4;2;H
530;02/06;05:15;Madrugada;GT Leagues;Arsenal;Pontiac;Man City;Pele;3;6;A
531;02/06;05:15;Madrugada;GT Leagues;Tottenham;Dennis;Aston Villa;Gorilla;2;1;H
532;02/06;05:15;Madrugada;GT Leagues;Real Betis;Punisher;PAOK;Magdy;3;5;A
533;02/06;05:15;Madrugada;GT Leagues;Ajax;Panic;Aston Villa;Aladdin;2;3;A
534;02/06;05:00;Madrugada;GT Leagues;Tottenham;Dennis;Man City;Pele;2;1;H
535;02/06;05:00;Madrugada;GT Leagues;Ajax;Panic;Real Betis;Punisher;4;7;A
536;02/06;05:00;Madrugada;GT Leagues;Lille;Nazario;Aston Villa;Aladdin;1;3;A
537;02/06;04:45;Madrugada;GT Leagues;Ajax;Panic;Lille;Nazario;6;8;A
538;02/06;04:45;Madrugada;GT Leagues;PAOK;Magdy;Aston Villa;Aladdin;1;2;A
539;02/06;04:30;Madrugada;GT Leagues;Aston Villa;Aladdin;Real Betis;Punisher;2;3;A
540;02/06;04:15;Madrugada;GT Leagues;PSG;Nazario;Man City;Punisher;4;3;H
541;02/06;04:15;Madrugada;GT Leagues;Real Madrid;Magdy;Bayern;Panic;4;3;H
542;02/06;04:00;Madrugada;GT Leagues;Real Madrid;Magdy;Man City;Punisher;4;1;H
543;02/06;04:00;Madrugada;GT Leagues;Inter;Aladdin;Bayern;Panic;2;2;D
544;02/06;03:45;Madrugada;GT Leagues;Inter;Aladdin;PSG;Nazario;5;3;H
545;02/06;03:45;Madrugada;GT Leagues;Man City;Punisher;Bayern;Panic;2;5;A
546;02/06;03:30;Madrugada;GT Leagues;PSG;Nazario;Bayern;Panic;2;2;D
547;02/06;03:30;Madrugada;GT Leagues;Inter;Aladdin;Real Madrid;Magdy;1;3;A
548;02/06;03:15;Madrugada;GT Leagues;Man City;Punisher;Inter;Aladdin;1;1;D
549;02/06;03:15;Madrugada;GT Leagues;PSG;Nazario;Real Madrid;Magdy;2;2;D
550;02/06;03:00;Madrugada;GT Leagues;Bayern;Panic;Real Madrid;Magdy;3;1;H
551;02/06;03:00;Madrugada;GT Leagues;Man City;Punisher;PSG;Nazario;2;0;H
552;02/06;02:45;Madrugada;GT Leagues;Man City;Punisher;Real Madrid;Magdy;3;4;A
553;02/06;02:45;Madrugada;GT Leagues;Bayern;Panic;Inter;Aladdin;3;2;H
554;02/06;02:30;Madrugada;GT Leagues;PSG;Nazario;Inter;Aladdin;3;3;D
555;02/06;02:30;Madrugada;GT Leagues;Bayern;Panic;Man City;Punisher;3;0;H
556;02/06;02:15;Madrugada;GT Leagues;Bayern;Panic;PSG;Nazario;3;4;A
557;02/06;02:15;Madrugada;GT Leagues;Real Madrid;Magdy;Inter;Aladdin;4;5;A
558;02/06;02:00;Madrugada;GT Leagues;Real Madrid;Magdy;PSG;Nazario;1;3;A
559;02/06;02:00;Madrugada;GT Leagues;Inter;Aladdin;Man City;Punisher;3;1;H
560;02/06;01:30;Madrugada;GT Leagues;West Ham;val;Villarreal;General;3;1;H
561;02/06;01:30;Madrugada;GT Leagues;AC Milan;Votepeace;Benfica;aibothard;4;4;D
562;02/06;01:15;Madrugada;GT Leagues;West Ham;val;Benfica;aibothard;0;3;A
563;02/06;01:00;Madrugada;GT Leagues;Benfica;aibothard;Villarreal;General;3;2;H
564;02/06;01:00;Madrugada;GT Leagues;Marseille;Chemist;AC Milan;Votepeace;1;2;A
565;02/06;00:45;Madrugada;GT Leagues;Marseille;Chemist;West Ham;val;3;2;H
566;02/06;00:45;Madrugada;GT Leagues;AC Milan;Votepeace;Villarreal;General;3;2;H
567;02/06;00:30;Madrugada;GT Leagues;AC Milan;Votepeace;West Ham;val;4;4;D
568;02/06;00:30;Madrugada;GT Leagues;Benfica;aibothard;Marseille;Chemist;2;3;A
569;02/06;00:15;Madrugada;GT Leagues;Benfica;aibothard;AC Milan;Votepeace;4;2;H
570;02/06;00:15;Madrugada;GT Leagues;Villarreal;General;West Ham;val;3;5;A
571;02/06;00:00;Madrugada;GT Leagues;Villarreal;General;Marseille;Chemist;0;4;A
572;02/06;00:00;Madrugada;GT Leagues;Benfica;aibothard;West Ham;val;2;4;A
573;02/05;23:45;Noite;GT Leagues;AC Milan;Votepeace;Marseille;Chemist;2;2;D
574;02/05;23:45;Noite;GT Leagues;Villarreal;General;Benfica;aibothard;4;0;H
